,time,open,high,low,close,volume
0,2019-09-19 05:30:00,9881.43,9881.43,9828.59,9849.75,0.056889
1,2019-09-19 17:30:00,9848.41,10305.58,9848.41,10254.92,0.994159
2,2019-09-20 05:30:00,10214.31,10233.53,10118.0,10153.47,4.909783
3,2019-09-20 17:30:00,10184.95,10207.96,10078.91,10171.06,2.006401
4,2019-09-21 05:30:00,10169.44,10169.44,9957.16,10045.77,1.477943
5,2019-09-21 17:30:00,10039.63,10049.95,9940.27,9998.87,1.575088
6,2019-09-22 05:30:00,9928.07,10024.5,9874.3,10005.94,1.403102
7,2019-09-22 17:30:00,10007.49,10050.12,9950.5,10010.53,0.394551
8,2019-09-23 05:30:00,10037.7,10037.7,9864.75,9927.74,4.659897
9,2019-09-23 17:30:00,9900.63,9922.29,9612.75,9706.93,23.485881
10,2019-09-24 05:30:00,9675.42,9783.1,9597.0,9695.06,13.876485
11,2019-09-24 17:30:00,9719.61,9719.61,1800.0,8499.75,51.14404
12,2019-09-25 05:30:00,8558.92,8728.04,8238.19,8345.43,10.693805
13,2019-09-25 17:30:00,8252.1,8623.82,8225.58,8436.75,19.365721
14,2019-09-26 05:30:00,8415.14,8461.31,8341.19,8423.92,5.598237
15,2019-09-26 17:30:00,8395.56,8426.54,7200.0,8067.78,71.539617
16,2019-09-27 05:30:00,8067.78,8125.53,7940.06,7949.54,10.570401
17,2019-09-27 17:30:00,7963.79,8257.25,7853.53,8187.15,10.180544
18,2019-09-28 05:30:00,8187.15,8250.0,8134.08,8142.5,10.785784
19,2019-09-28 17:30:00,8121.36,8319.86,8016.75,8206.39,13.313982
20,2019-09-29 05:30:00,8159.65,8167.83,8059.14,8090.25,3.700656
21,2019-09-29 17:30:00,8073.51,8123.66,7911.75,8064.0,12.018874
22,2019-09-30 05:30:00,8045.91,8088.28,7719.48,8036.06,13.191755
23,2019-09-30 17:30:00,8035.0,8346.43,7992.46,8263.5,31.460994
24,2019-10-01 05:30:00,8297.79,8502.66,8182.04,8368.64,29.88043
25,2019-10-01 17:30:00,8362.53,8503.08,8224.88,8308.0,43.240343
26,2019-10-02 05:30:00,8296.82,8332.69,8169.0,8267.15,16.218091
27,2019-10-02 17:30:00,8299.62,8378.05,8203.31,8368.29,14.58527
